Date,Tweets,Trending,Retweets,Favs,Comments
2018-06-20,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL!,,20000.0,91000.0,14000.0
2018-06-20,Just landed in Duluth Minnesota. Two events planned - looking forward to them and being with   and his wonderful family!,PeteStauber,9200.0,54000.0,7900.0
2018-06-20,Don’t worry the Republicans and your President will fix it!,,81000.0,198000.0,40000.0
2018-06-20,Look what Fake ABC News put out. I guess they had it prepared from the 13 Angry Democrats leading the Witch Hunt! ,,14000.0,50000.0,12000.0
2018-06-20,Had a great meeting with the House GOP last night at the Capitol. They applauded and laughed loudly when I mentioned my experience with Mark Sanford. I have never been a fan of his!,,9500.0,52000.0,17000.0
2018-06-20,,,11000.0,42000.0,12000.0
2018-06-20,More records! ,,10000.0,41000.0,8400.0
2018-06-20,“FBI texts have revealed anti-Trump Bias.”    Big News but the Fake News doesn’t want to cover. Total corruption - the Witch Hunt has turned out to be a scam! At some point soon the Mainstream Media will have to cover correctly too big a story!,FoxNews,21000.0,81000.0,20000.0
2018-06-20,It’s the Democrats fault they won’t give us the votes needed to pass good immigration legislation. They want open borders which breeds horrible crime. Republicans want security. But I am working on something - it never ends!,,22000.0,93000.0,33000.0
2018-06-20,The Fake News is not mentioning the safety and security of our Country when talking about illegal immigration. Our immigration laws are the weakest and worst anywhere in the world and the Dems will do anything not to change them & to obstruct-want open borders which means crime!,,30000.0,122000.0,39000.0
2018-06-20,THANK YOU  !,,9000.0,47000.0,15000.0
2018-06-20,Earlier today   Melania and I were honored to welcome King Felipe VI and Queen Letizia of Spain to the  !,,12000.0,68000.0,9800.0
2018-06-20,Homeland Security   did a fabulous job yesterday at the press conference explaining security at the border and for our country while at the same time recommending changes to obsolete & nasty laws which force family separation. We want “heart” and security in America!,SecNielsen,21000.0,94000.0,38000.0
2018-06-21,You cannot pass legislation on immigration whether it be for safety and security or any other reason including “heart” without getting Dem votes. Problem is they don’t care about security and R’s do. Zero Dems voted to support the Goodlatte Bill. They won’t vote for anything!,,22000.0,81000.0,26000.0
2018-06-21,We have to maintain strong borders or we will no longer have a country that we can be proud of – and if we show any weakness millions of people will journey into our country.,,31000.0,140000.0,32000.0
2018-06-21,“I REALLY DON’T CARE DO U?” written on the back of Melania’s jacket refers to the Fake News Media. Melania has learned how dishonest they are and she truly no longer cares!,,39000.0,154000.0,70000.0
2018-06-21,Big Supreme Court win on internet sales tax - about time! Big victory for fairness and for our country. Great victory for consumers and retailers.,,13000.0,65000.0,11000.0
2018-06-21,Farm Bill just passed in the House. So happy to see work requirements included. Big win for the farmers!,,15000.0,74000.0,5900.0
2018-06-21,I was thrilled to be back in Minnesota for a roundtable with hardworking American Patriots. Thank you!,,9600.0,50000.0,3900.0
2018-06-21,"""The real big story that affects everybody in America is the success of  ""s TAX CUT package and what its done for our economy...” """,,11000.0,46000.0,7700.0
2018-06-21,"""My Administration is acting swiftly to address the illegal immigration crisis on the Southern Border. Loopholes in our immigration laws all supported by extremist open border Democrats...and thats what they are - theyre extremist open border Democrats....""",,18000.0,68000.0,20000.0
2018-06-21,Democrats want open Borders where anyone can come into our Country and stay. This is Nancy Pelosi’s dream. It won’t happen!,,24000.0,101000.0,28000.0
2018-06-21,Henry McMaster has done a great job as Governor of South Carolina. The state is BOOMING with jobs and new industry setting records. He is tough on Crime and Strong on Borders Healthcare the Military and our great Vets. Henry has my full and complete Endrosement! ,MAGA,9000.0,42000.0,4900.0
2018-06-21,What is the purpose of the House doing good immigration bills when you need 9 votes by Democrats in the Senate and the Dems are only looking to Obstruct (which they feel is good for them in the Mid-Terms). Republicans must get rid of the stupid Filibuster Rule-it is killing you!,,19000.0,75000.0,17000.0
2018-06-21,Last night in Minnesota was incredible. What a crowd!,,12000.0,73000.0,11000.0
2018-06-21,I will be going the Columbia South Carolina on Monday night to do a campaign speech for one of my very early supporters a man who truly loves the people of South Carolina Governor Henry McMaster. Henry worked so hard & was so loyal to me that I look forward to reciprocating!,,16000.0,79000.0,9600.0
2018-06-21,The Border has been a big mess and problem for many years. At some point Schumer and Pelosi who are weak on Crime and Border security will be forced to do a real deal so easy that solves this long time problem. Schumer used to want Border security - now he’ll take Crime!,,17000.0,70000.0,11000.0
2018-06-21,We shouldn’t be hiring judges by the thousands as our ridiculous immigration laws demand we should be changing our laws building the Wall hire Border Agents and Ice and not let people come into our country based on the legal phrase they are told to say as their password.,,26000.0,102000.0,15000.0
2018-06-21,ALL-TIME RECORD OPTIMISM!,,18000.0,73000.0,11000.0
2018-06-21,Just returning from the Great State of Minnesota where we had an incredible rally with 9000 people and at least 10000 who could not get in - I will return! Congratulations to   who is loved and respected in Minnesota!,PeteStauber,16000.0,85000.0,12000.0
2018-06-21,Thank you Duluth Minnesota. Together we are MAKING AMERICA GREAT AGAIN!,,16000.0,70000.0,10000.0
2018-06-22,Our first duty and our highest loyalty is to the citizens of the United States. We will not rest until our border is secure our citizens are safe and we finally end the immigration crisis once and for all.,,24000.0,91000.0,20000.0
2018-06-22,We are gathered today to hear directly from the AMERICAN VICTIMS of ILLEGAL IMMIGRATION. These are the American Citizens permanently separated from their loved ones b/c they were killed by criminal illegal aliens. These are the families the media ignores...,,29000.0,86000.0,23000.0
2018-06-22,Hope OPEC will increase output substantially. Need to keep prices down!,,13000.0,61000.0,9200.0
2018-06-22,We must maintain a Strong Southern Border. We cannot allow our Country to be overrun by illegal immigrants as the Democrats tell their phony stories of sadness and grief hoping it will help them in the elections. Obama and others had the same pictures and did nothing about it!,,28000.0,105000.0,32000.0
2018-06-22,80% of Mexico’s Exports come to the United States. They totally rely on us which is fine with me. They do have though very strong Immigration Laws. The U.S. has pathetically weak and ineffective Immigration Laws that the Democrats refuse to help us fix. Will speak to Mexico!,,22000.0,89000.0,14000.0
2018-06-22,Congressman Ron DeSantis a top student at Yale and Harvard Law School is running for Governor of the Great State of Florida. Ron is strong on Borders tough on Crime & big on Cutting Taxes - Loves our Military & our Vets. He will be a Great Governor & has my full Endorsement!,,24000.0,98000.0,11000.0
2018-06-22,Congresswoman Martha Roby of Alabama has been a consistent and reliable vote for our Make America Great Again Agenda. She is in a Republican Primary run-off against a recent Nancy Pelosi voting Democrat. I fully endorse Martha for Alabama 2nd Congressional District!,,13000.0,53000.0,4600.0
2018-06-22,Governor Henry McMaster is a truly fine man who loves the People of South Carolina. He was one of my very early supporters and truly helped me to a Big South Carolina Victory. I will see you all in S.C on Monday and Vice President Pence will be there for Henry on Saturday!,,12000.0,55000.0,4000.0
2018-06-22,Republicans should stop wasting their time on Immigration until after we elect more Senators and Congressmen/women in November. Dems are just playing games have no intention of doing anything to solves this decades old problem. We can pass great legislation after the Red Wave!,,23000.0,88000.0,22000.0
2018-06-22,Elect more Republicans in  November and we will pass the finest fairest and most comprehensive Immigration Bills anywhere in the world. Right now we have the dumbest and the worst. Dems are doing nothing but Obstructing. Remember their motto RESIST! Ours is PRODUCE!,,29000.0,103000.0,21000.0
2018-06-22,Even if we get 100% Republican votes in the Senate we need 10 Democrat votes to get a much needed Immigration Bill - & the Dems are Obstructionists who won’t give votes for political reasons & because they don’t care about Crime coming from Border! So we need to elect more R’s!,,19000.0,75000.0,12000.0
2018-06-22,Our great Judge Jeanine Pirro is out with a new book “Liars Leakers and Liberals the Case Against the Anti-Trump Conspiracy” which is fantastic. Go get it!,,19000.0,86000.0,15000.0
2018-06-23,AMERICA IS OPEN FOR BUSINESS!,,16000.0,74000.0,13000.0
2018-06-23,Thank you  ! ,,9100.0,41000.0,5000.0
2018-06-23,Happy Birthday to Supreme Court Justice Clarence Thomas a friend and great man!,,18000.0,91000.0,10000.0
2018-06-23,It’s very sad that Nancy Pelosi and her sidekick Cryin’ Chuck Schumer want to protect illegal immigrants far more than the citizens of our country. The United States cannot stand for this. We wants safety and security at our borders!,,36000.0,150000.0,36000.0
2018-06-23,Heading to Nevada to talk trade and immigration with supporters. Country’s economy is stronger than ever before with numbers that are getting better by the week. Tremendous potential and trade deals are coming along well.,,15000.0,78000.0,9900.0
2018-06-23,My thoughts and prayers are with Representative Katie Arrington of South Carolina including all of those involved in last nights car accident and their families.,,13000.0,58000.0,3700.0
2018-06-23,...everyone how much he likes me but he will only vote with Nancy Pelosi. Keith is strong on borders and tough on crime — and loves cutting taxes! ,MAGA,7700.0,37000.0,4600.0
2018-06-23,.  Pence is heading to Pittsburgh Pennsylvania where we have both strongly endorsed one of the finest men around Congressman Keith  . He is running against   who is telling...,"VP, RothfusForPA, LambTheSham",9700.0,43000.0,4500.0
2018-06-23,Drudge Report  “OBAMA KEPT THEM IN CAGES WRAPPED THEM IN FOIL” We do a much better job while at the same time maintaining a MUCH stronger Border! Mainstream Fake Media hates this story.,,31000.0,111000.0,23000.0
2018-06-23,“Disability applications plunge as economy strengthens”  Failing New York Times,,13000.0,62000.0,6700.0
2018-06-23,The National Association of Manufacturers just announced that 95.1% of Manufacturers “have a positive outlook for their companies.”  This is the best number in the Association’s history!,,18000.0,79000.0,6400.0
2018-06-23,The Russian Witch Hunt is Rigged!,,17000.0,84000.0,26000.0
2018-06-23,.   Poll numbers plummet on the Democrat inspired and paid for Russian Witch Hunt. With all of the bias lying and hate by the investigators people want the investigators investigated. Much more will come out. A total scam and excuse for the Dems losing the Election!,FoxNews,21000.0,84000.0,20000.0
2018-06-23,Steel is coming back fast! U.S. Steel is adding great capacity also. So are others.,,11000.0,50000.0,4100.0
2018-06-23,Based on the Tariffs and Trade Barriers long placed on the U.S. & its great companies and workers by the European Union if these Tariffs and Barriers are not soon broken down and removed we will be placing a 20% Tariff on all of their cars coming into the U.S. Build them here!,,19000.0,84000.0,13000.0
2018-06-24,The United States is insisting that all countries that have placed artificial Trade Barriers and Tariffs on goods going into their country remove those Barriers & Tariffs or be met with more than Reciprocity by the U.S.A. Trade must be fair and no longer a one way street!,,27000.0,110000.0,19000.0
2018-06-24,....Our Immigration policy laughed at all over the world is very unfair to all of those people who have gone through the system legally and are waiting on line for years! Immigration must be based on merit - we need people who will help to Make America Great Again!,,30000.0,124000.0,34000.0
2018-06-24,We cannot allow all of these people to invade our Country. When somebody comes in we must immediately with no Judges or Court Cases bring them back from where they came. Our system is a mockery to good immigration policy and Law and Order. Most children come without parents...,,30000.0,118000.0,46000.0
2018-06-24,Democrats fix the laws. Don’t RESIST. We are doing a far better job than Bush and Obama but we need strength and security at the Border! Cannot accept all of the people trying to break into our Country. Strong Borders No Crime!,,30000.0,124000.0,30000.0
2018-06-24,Major Wall Street Journal opinion piece today talking about the Russian Witch Hunt and the disgrace that it is. So many people hurt so bad for our country - a total sham!,,24000.0,82000.0,23000.0
2018-06-25,Just landed in South Carolina - will be at the McMaster rally shortly! ,MAGA,7600.0,52000.0,8200.0
2018-06-25,The hearing of Peter Strzok and the other hating frauds at the FBI & DOJ should be shown to the public on live television not a closed door hearing that nobody will see. We should expose these people for what they are - there should be total transparency!,,37000.0,131000.0,29000.0
2018-06-25,Why is Senator Mark Warner (D-VA) perhaps in a near drunken state claiming he has information that only he and Bob Mueller the leader of the 13 Angry Democrats on a Witch Hunt knows? Isn’t this highly illegal. Is it being investigated?,,24000.0,90000.0,21000.0
2018-06-25,“Director David Lynch Trump Could Go Down as One of the Greatest Presidents”,,14000.0,61000.0,14000.0
2018-06-25,Surprised that Harley-Davidson of all companies would be the first to wave the White Flag. I fought hard for them and ultimately they will not pay tariffs selling into the E.U. which has hurt us badly on trade down $151 Billion. Taxes just a Harley excuse - be patient!  ,MAGA,17000.0,74000.0,25000.0
2018-06-25,Congresswoman Maxine Waters an extraordinarily low IQ person has become together with Nancy Pelosi the Face of the Democrat Party. She has just called for harm to supporters of which there are many of the Make America Great Again movement. Be careful what you wish for Max!,,40000.0,142000.0,55000.0
2018-06-25,Will be heading to one of my favorite places South Carolina to fight for one of my original “fighters” Governor Henry McMaster. Speaking at 700 P.M.,,14000.0,71000.0,8300.0
2018-06-25,....If this is done illegal immigration will be stopped in it’s tracks - and at very little by comparison cost. This is the only real answer - and we must continue to BUILD THE WALL!,,21000.0,93000.0,18000.0
2018-06-25,Hiring manythousands of judges and going through a long and complicated legal process is not the way to go - will always be disfunctional. People must simply be stopped at the Border and told they cannot come into the U.S. illegally. Children brought back to their country......,,21000.0,91000.0,16000.0
2018-06-25,Such a difference in the media coverage of the same immigration policies between the Obama Administration and ours. Actually we have done a far better job in that our facilities are cleaner and better run than were the facilities under Obama. Fake News is working overtime!,,26000.0,103000.0,17000.0
2018-06-25,I have tried to stay uninvolved with the Department of Justice and FBI (although I do not legally have to) because of the now totally discredited and very expensive Witch Hunt currently going on. But you do have to ask why the DOJ & FBI aren’t giving over requested documents?,,29000.0,113000.0,28000.0
2018-06-25,The Red Hen Restaurant should focus more on cleaning its filthy canopies doors and windows (badly needs a paint job) rather than refusing to serve a fine person like Sarah Huckabee Sanders. I always had a rule if a restaurant is dirty on the outside it is dirty on the inside!,,34000.0,136000.0,75000.0
2018-06-25,Former Attorney General Michael Mukasey said that President Trump is probably correct that there was surveillance on Trump Tower. Actually far greater than would ever have been believed!,,18000.0,72000.0,12000.0
2018-06-25,.  has been a great help to me on Cutting Taxes creating great new healthcare programs at low cost fighting for Border Security our Military and are Vets. He is tough on Crime and has my full Endorsement. The Great State of Louisiana we want Clay!,RepClayHiggins,14000.0,61000.0,9100.0
2018-06-25,House Republicans could easily pass a Bill on Strong Border Security but remember it still has to pass in the Senate and for that we need 10 Democrat votes and all they do is RESIST. They want Open Borders and don’t care about Crime! Need more Republicans to WIN in November!,,28000.0,109000.0,21000.0
2018-06-25,.  is now whimpering to all that he did the famous “hair show” with me (where he seriously messed up my hair) & that he would have now done it differently because it is said to have “humanized” me-he is taking heat. He called & said “monster ratings.” Be a man Jimmy!,jimmyfallon,19000.0,93000.0,31000.0
2018-06-26,Today we tell the story of an incredible HERO who defended our nation in World War Two – First Lieutenant Garlin Murl Conner. Although he died 20 years ago today he takes his rightful place in the Eternal Chronicle of American Valor...,,15000.0,71000.0,6000.0
2018-06-26,SUPREME COURT UPHOLDS TRUMP TRAVEL BAN. Wow!,,36000.0,167000.0,33000.0
2018-06-26,“The most profound question of our era Was there a conspiracy in the Obama Department of Justice and the FBI to prevent Donald Trump from becoming President of the U.S. and was Strzok at the core of the conspiracy?”  Judge Andrew Napolitano,,28000.0,106000.0,26000.0
2018-06-26,The face of the Democrats is now Maxine Waters who together with Nancy Pelosi have established a fine leadership team. They should always stay together and lead the Democrats who want Open Borders and Unlimited Crime well into the future....and pick Crooked Hillary for Pres.,,24000.0,97000.0,20000.0
2018-06-26,A Harley-Davidson should never be built in another country-never! Their employees and customers are already very angry at them. If they move watch it will be the beginning of the end - they surrendered they quit! The Aura will be gone and they will be taxed like never before!,,19000.0,87000.0,34000.0
2018-06-26,It was great being with Governor Henry McMaster last night in South Carolina. Henry is tough on Crime and Borders loves our Military and our Vets and has created many jobs and a great economy. GO OUT AND VOTE FOR HENRY TODAY HE WILL NEVER LET YOU DOWN!,,15000.0,71000.0,5600.0
2018-06-26,....We are finishing our study of Tariffs on cars from the E.U. in that they have long taken advantage of the U.S. in the form of Trade Barriers and Tariffs. In the end it will all even out - and it won’t take very long!,,12000.0,57000.0,6600.0
2018-06-26,....When I had Harley-Davidson officials over to the White House I chided them about tariffs in other countries like India being too high. Companies are now coming back to America. Harley must know that they won’t be able to sell back into U.S. without paying a big tax!,,12000.0,57000.0,10000.0
2018-06-26,....We are getting other countries to reduce and eliminate tariffs and trade barriers that have been unfairly used for years against our farmers workers and companies. We are opening up closed markets and expanding our footprint. They must play fair or they will pay tariffs!,,14000.0,64000.0,7100.0
2018-06-26,Early this year Harley-Davidson said they would move much of their plant operations in Kansas City to Thailand. That was long before Tariffs were announced. Hence they were just using Tariffs/Trade War as an excuse. Shows how unbalanced & unfair trade is but we will fix it.....,,14000.0,64000.0,9400.0
2018-06-26,Thank you South Carolina. Now let’s get out tomorrow and VOTE for  !,,13000.0,55000.0,9200.0
2018-06-27,Just landed in North Dakota with   and  . We will see everyone at Scheels Arena shortly!,,7600.0,44000.0,5600.0
2018-06-27,Today it was my great honor to welcome President Marcelo Rebelo de Sousa of Portugal to the  !,,10000.0,58000.0,3900.0
2018-06-27,Heading to North Dakota to fully stand with and endorse Kevin Cramer for Senate. He is an extraordinary Congressman who will hopefully soon represent this great state as your Senator. He is tough on crime strong on borders loves our Military and our Vets! ,,13000.0,58000.0,5700.0
2018-06-27,Statement on Justice Anthony Kennedy. ,,11000.0,47000.0,6300.0
2018-06-27,Today I was thrilled to join student leaders from Colleges and Universities across the country...,,11000.0,54000.0,5400.0
2018-06-27,Harley-Davidson should stay 100% in America with the people that got you your success. I’ve done so much for you and then this. Other companies are coming back where they belong! We won’t forget and neither will your customers or your now very HAPPY competitors!,,18000.0,83000.0,27000.0
2018-06-27,Supreme Court rules in favor of non-union workers who are now as an example able to support a candidate of his or her choice without having those who control the Union deciding for them. Big loss for the coffers of the Democrats!,,23000.0,103000.0,12000.0
2018-06-27,HOUSE REPUBLICANS SHOULD PASS THE STRONG BUT FAIR IMMIGRATION BILL KNOWN AS GOODLATTE II IN THEIR AFTERNOON VOTE TODAY EVEN THOUGH THE DEMS WON’T LET IT PASS IN THE SENATE. PASSAGE WILL SHOW THAT WE WANT STRONG BORDERS & SECURITY WHILE THE DEMS WANT OPEN BORDERS = CRIME.  WIN!,,22000.0,98000.0,25000.0
2018-06-27,Congratulations to Maxine Waters whose crazy rants have made her together with Nancy Pelosi the unhinged FACE of the Democrat Party. Together they will Make America Weak Again! But have no fear America is now stronger than ever before and I’m not going anywhere!,,37000.0,156000.0,28000.0
2018-06-27,Big and conclusive win by Mitt Romney. Congratulations! I look forward to working together - there is so much good to do. A great and loving family will be coming to D.C.,,9300.0,62000.0,12000.0
2018-06-27,The legendary Gary Player at Turnberry in Scotland!,,4900.0,33000.0,4500.0
2018-06-27,A great First Lady!,,15000.0,89000.0,12000.0
2018-06-27,The Democrats are in Turmoil! Open Borders and unchecked Crime a certain way to lose elections. Republicans are for Strong Borders NO Crime! A BIG NIGHT!,,18000.0,81000.0,12000.0
2018-06-27,Wow! Big Trump Hater Congressman Joe Crowley who many expected was going to take Nancy Pelosi’s place just LOST his primary election. In other words he’s out! That is a big one that nobody saw happening. Perhaps he should have been nicer and more respectful to his President!,,24000.0,119000.0,34000.0
2018-06-27,Tremendous win for Congressman Dan Donovan. You showed great courage in a tough race! New York and my many friends on Staten Island have elected someone they have always been very proud of. Congratulations!,,14000.0,74000.0,3500.0
2018-06-27,Congratulations to Governor Henry McMaster on your BIG election win! South Carolina loves you. We are all proud of you and Peggy! ,henrymcmaster,13000.0,65000.0,3000.0
2018-06-28,Prior to departing Wisconsin I was briefed on the shooting at Capital Gazette in Annapolis Maryland. My thoughts and prayers are with the victims and their families. Thank you to all of the First Responders who are currently on the scene.,,17000.0,96000.0,42000.0
2018-06-28,AMERICA IS OPEN FOR BUSINESS!,,12000.0,55000.0,9800.0
2018-06-28,Today we broke ground on a plant that will provide jobs for up to 15000 Wisconsin Workers! As Foxconn has discovered there is no better place to build hire and grow than right here in the United States!,,21000.0,95000.0,11000.0
2018-06-28,I am in Milwaukee Wisconsin for meetings. Soon to leave for a big groundbreaking for Foxconn which is building a great new electronics plant in Wisconsin. 15000 Jobs so great!,,16000.0,88000.0,11000.0
2018-06-28,....persecuted on old and/or totally unrelated charges (there was no collusion and there was no obstruction of the no collusion)...And what is going on in the FBI & DOJ with Crooked Hillary the DNC and all of the lies? A disgraceful situation!,,17000.0,72000.0,16000.0
2018-06-28,When is Bob Mueller going to list his Conflicts of Interest? Why has it taken so long? Will they be listed at the top of his $22000000 Report...And what about the 13 Angry Democrats will they list their conflicts with Crooked H? How many people will be sent to jail and......,,20000.0,79000.0,32000.0
2018-06-28,Peter Strzok worked as the leader of the Rigged Witch Hunt for a long period of time - he got it started and was only fired because the gig was up. But remember he took his orders from Comey and McCabe and they took their orders from you know who. Mueller/Comey best friends!,,21000.0,80000.0,13000.0
2018-06-28,Just watched   on  . Said “President is doing a great job. All over the world people want to come back to the U.S.” Thank you Greg and you’re looking and doing great!,"SharkGregNorman, foxandfriends",12000.0,61000.0,11000.0
2018-06-28,Amy Kremer Women for Trump was so great on  . Brave and very smart thank you Amy! ,"foxandfriends, AmyKremer",9200.0,50000.0,4100.0
2018-06-28,Russia continues to say they had nothing to do with Meddling in our Election! Where is the DNC Server and why didn’t Shady James Comey and the now disgraced FBI agents take and closely examine it? Why isn’t Hillary/Russia being looked at? So many questions so much corruption!,,22000.0,92000.0,39000.0
2018-06-28,Lover FBI Agent Peter Strzok was given poor marks on yesterday’s closed door testimony and according to most reports refused to answer many questions. There was no Collusion and the Witch Hunt headed by 13 Angry Democrats and others who are totally conflicted is Rigged!,,18000.0,77000.0,11000.0
2018-06-28,...home addresses – putting these selfless public servants in harm’s way. These radical protesters want ANARCHY – but the only response they will find from our government is LAW AND ORDER!,,18000.0,79000.0,9700.0
2018-06-28,In recent days we have heard shameless attacks on our courageous law enforcement officers. Extremist Democrat politicians have called for the complete elimination of ICE. Leftwing Activists are trying to block ICE officers from doing their jobs and publicly posting their...,,21000.0,82000.0,8900.0
2018-06-28,Thank you North Dakota. Together we are MAKING AMERICA SAFE AND GREAT AGAIN! ,,15000.0,73000.0,8700.0
2018-06-29,The new plant being built by Foxconn in Wisconsin is incredible. Congratulations to the people of Wisconsin and to Governor Scott Walker   and his talented representatives for having pulled it off. Great job!,GovWalker,15000.0,75000.0,8900.0
2018-06-29,Six months after our TAX CUTS more than 6 MILLION workers have received bonuses pay raises and retirement account contributions.n,,19000.0,84000.0,19000.0
2018-06-29,Before going any further today I want to address the horrific shooting that took place yesterday at the Capital Gazette newsroom in Annapolis Maryland. This attack shocked the conscience of our Nation and filled our hearts with grief...,,12000.0,58000.0,14000.0
2018-06-30,When people come into our Country illegally we must IMMEDIATELY escort them back out without going through years of legal maneuvering. Our laws are the dumbest anywhere in the world. Republicans want Strong Borders and no Crime. Dems want Open Borders and are weak on Crime!,,37000.0,150000.0,41000.0
2018-06-30,I will be interviewed by   on Sunday on   at 1000 A. M. Enjoy!,"MariaBartiromo, FoxNews",9300.0,49000.0,12000.0
2018-06-30,Either we need to elect more Republicans in November or Republicans must end the ridiculous 60 vote or Filibuster rule - or better yet do both. Cryin’ Chuck would do it on day one but we’ll never give him the chance. Some great legislation awaits - be smart!,,22000.0,92000.0,14000.0
2018-06-30,I will be making my choice for Justice of the United States Supreme Court on the first Monday after the July 4th Holiday July 9th!,,20000.0,103000.0,17000.0
2018-06-30,Just spoke to King Salman of Saudi Arabia and explained to him that because of the turmoil & disfunction in Iran and Venezuela I am asking that Saudi Arabia increase oil production maybe up to 2000000 barrels to make up the difference...Prices to high! He has agreed!,,39000.0,150000.0,27000.0
2018-06-30,To the great and brave men and women of ICE do not worry or lose your spirit. You are doing a fantastic job of keeping us safe by eradicating the worst criminal elements. So brave! The radical left Dems want you out. Next it will be all police. Zero chance It will never happen!,,37000.0,146000.0,20000.0
2018-06-30,The Democrats are making a strong push to abolish ICE one of the smartest toughest and most spirited law enforcement groups of men and women that I have ever seen. I have watched ICE liberate towns from the grasp of MS-13 & clean out the toughest of situations. They are great!,,26000.0,109000.0,23000.0
2018-07-01,A big week especially with our numerous victories in the Supreme Court. Heading back to the White House now. Focus will be on the selection of a new Supreme Court Justice. Exciting times for our country. Economy may be stronger than it has ever been!,,25000.0,122000.0,20000.0
2018-07-01,The Liberal Left also known as the Democrats want to get rid of ICE who do a fantastic job and want Open Borders. Crime would be rampant and uncontrollable! Make America Great Again,,29000.0,129000.0,36000.0
2018-07-01,I will be interviewed by   at 1000 A.M. on ,"MariaBartiromo, FoxNews",7800.0,49000.0,11000.0
2018-07-02,Today it was my great honor to welcome Prime Minister Mark Rutte of the Netherlands to the  !,,12000.0,66000.0,7500.0
2018-07-02,Congratulations to Andres Manuel Lopez Obrador on becoming the next President of Mexico. I look very much forward to working with him. There is much to be done that will benefit both the United States and Mexico!,,66000.0,206000.0,26000.0
2018-07-03,...has endured because of the sweat blood and sacrifice of the American Armed Forces – the greatest force for peace and justice in the history of the world!,,12000.0,65000.0,6600.0
2018-07-03,Tonight we gathered to celebrate the courageous men and women who make freedom possible our brave service members and our wonderful Veterans. For 242 years American Independence...,,18000.0,89000.0,6300.0
2018-07-03,Thank you   Jim Justice for that warm introduction. Tonight it was my great honor to attend the “Greenbrier Classic – Salute to Service Dinner” in West Virginia! God Bless our Veterans. God Bless America - and HAPPY INDEPENDENCE DAY TO ALL!,,9800.0,48000.0,4100.0
2018-07-03,After having written many best selling books and somewhat priding myself on my ability to write it should be noted that the Fake News constantly likes to pore over my tweets looking for a mistake. I capitalize certain words only for emphasis not b/c they should be capitalized!,,15000.0,85000.0,39000.0
2018-07-03,The Washington Post is constantly quoting “anonymous sources” that do not exist. Rarely do they use the name of anyone because there is no one to give them the kind of negative quote that they are looking for. They are a disgrace to journalism but then again so are many others!,,22000.0,96000.0,25000.0
2018-07-03,Heading to West Virginia to be with my friend   Jim Justice at his beautiful Greenbrier Resort. He works hard does a great job and raises lots of money for charities!,WVGovernor,8800.0,51000.0,5700.0
2018-07-03,Wow! The NSA has deleted 685 million phone calls and text messages. Privacy violations? They blame technical irregularities. Such a disgrace. The Witch Hunt continues!,,27000.0,105000.0,26000.0
2018-07-03,Now that Harley-Davidson is moving part of its operation out of the U.S. my Administration is working with other Motor Cycle companies who want to move into the U.S. Harley customers are not happy with their move - sales are down 7% in 2017. The U.S. is where the Action is!,,17000.0,85000.0,24000.0
2018-07-03,Just out that the Obama Administration granted citizenship during the terrible Iran Deal negotiation to 2500 Iranians - including to government officials. How big (and bad) is that?,,28000.0,91000.0,30000.0
2018-07-03,Many good conversations with North Korea-it is going well! In the meantime no Rocket Launches or Nuclear Testing in 8 months. All of Asia is thrilled. Only the Opposition Party which includes the Fake News is complaining. If not for me we would now be at War with North Korea!,,18000.0,80000.0,25000.0
2018-07-03,How can the Democrats who are weak on the Border and weak on Crime do well in November. The people of our Country want and demand Safety and Security while the Democrats are more interested in  ripping apart and demeaning (and not properly funding) our great Law Enforcement!,,20000.0,85000.0,14000.0
2018-07-03,When we have an “infestation” of MS-13 GANGS in certain parts of our country who do we send to get them out? ICE! They are tougher and smarter than these rough criminal elelments that bad immigration laws allow into our country. Dems do not appreciate the great job they do! Nov.,,21000.0,93000.0,14000.0
2018-07-03,The economy is doing perhaps better than ever before and that’s prior to fixing some of the worst and most unfair Trade Deals ever made by any country. In any event they are coming along very well. Most countries agree that they must be changed but nobody ever asked!,,14000.0,65000.0,9600.0
2018-07-03,I interviewed 4 very impressive people yesterday. On Monday I will be announcing my decision for Justice of the United States Supreme Court!,,13000.0,73000.0,7200.0
2018-07-03,Crazy Maxine Waters said by some to be one of the most corrupt people in politics is rapidly becoming together with Nancy Pelosi the FACE of the Democrat Party. Her ranting and raving even referring to herself as a wounded animal will make people flee the Democrats!,,18000.0,83000.0,21000.0
2018-07-03,Many Democrats are deeply concerned about the fact that their “leadership” wants to denounce and abandon the great men and women of ICE thereby declaring war on Law & Order. These people will be voting for Republicans in November and in many cases joining the Republican Party!,,25000.0,108000.0,24000.0
2018-07-04,The OPEC Monopoly must remember that gas prices are up & they are doing little to help. If anything they are driving prices higher as the United States defends many of their members for very little $’s. This must be a two way street. REDUCE PRICING NOW!,,26000.0,111000.0,20000.0
2018-07-04,,,21000.0,78000.0,12000.0
2018-07-04,Happy Fourth of July....Our Country is doing GREAT!,,44000.0,220000.0,34000.0
2018-07-04,Tomorrow families across our Nation will gather to celebrate the Fourth of July. As we do we will think of the men & women serving overseas at this very moment far away from their families protecting America - & we will thank GOD for blessing us with these incredible HEROES!,,20000.0,88000.0,15000.0
